,class,tweet,label
12580,1,Lol bitches be hella mad about they exs like why can't you be friends and forget about the past,offensive_language
17994,1,RT @WWEGlFS: When a bitch asks to eat your ass. http://t.co/8OyPyJYgVe,offensive_language
15926,1,RT @KaliKushDoll_: Lovee this bitch istg @HaveMercyyy !!! http://t.co/WkczWwG6,offensive_language
23906,1,hold on bitch im about to pray then after that imma grab the bible,offensive_language
12463,1,Lmao I look like some 80s retard today http://t.co/ZGFv8Z3hQc,offensive_language
2185,1,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt",offensive_language
18239,0,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,hate_speech
10856,1,I see thru all you fake bitches &amp; niggas.,offensive_language
13779,0,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too.",hate_speech
5684,2,@carpedehope not if you're standing in btw the yellow lines,neither
1259,1,&#8220;@FunnyPicsDepot: All the seniors young side hoes gonna be at graduation like http://t.co/qFDBBu4hPV&#8221;,offensive_language
13340,1,Niggas with bitch tendencies..,offensive_language
8327,1,Can't fuck with a coon ass girl bruh,offensive_language
21689,1,These bitches boringgggg,offensive_language
12767,1,"Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe.",offensive_language
24362,2,remember when the dude who played young ned followed my youtube channel. this was when i actually used my youtube for more than favorites,neither
14185,1,RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,offensive_language
15948,1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",offensive_language
9910,2,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,neither
10176,1,I don't buy pussy cuz it's free bitch I buy lacs!,offensive_language
10828,2,I really want a girl to make me some brownies &#128553;&#128557;,neither
3377,2,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",neither
12653,1,Love fat hoes n tight clothes n granny panties seeeexxaaaay.,offensive_language
13648,1,Only faggot pussies put their twitter pic of them and their dog,offensive_language
24522,1,these pussy ass niggas ain't bout that life,offensive_language
285,1,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",offensive_language
20947,0,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,hate_speech
4516,2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,neither
23155,1,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,offensive_language
6705,1,"@moneyhabitz17 hell yea,I'm surrounded by hillbillys an real ass rednecks",offensive_language
21673,1,"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",offensive_language
6636,1,@mayhemmiller faggot,offensive_language
748,2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW,neither
9965,1,I ain't bout to listen to this nigga rap about eating pussy,offensive_language
19549,1,RT @lonlontheone_15: Smoke sum bitch,offensive_language
9882,1,"Horse racing, bitch.",offensive_language
19403,1,RT @kg4hunnid: Bruh you trash take yo ass back to college @GenoSmith7,offensive_language
9318,0,Fucking hate my coon ahh uncle,hate_speech
16979,1,RT @RWSurferGirl: Toss 'em out of office? Or just throw 'em in the trash? #trashbucketchallenge has politicians on the run at... https://t.&#8230;,offensive_language
23443,1,You're no way near about that life bitch lmao,offensive_language
6856,1,@princesshil21 if you hate men so much why you trying to look like one? Stupid little cunt,offensive_language
19231,1,RT @inkoverhoes: Ugly bitches like to argue a lot.,offensive_language
17499,1,RT @THAT_bitch_xo: Some bitches forget you have to be a friend to keep a friend #getlostfakebitch&#9996;,offensive_language
24285,0,omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid,hate_speech
14904,2,RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,neither
11043,1,"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now",offensive_language
13691,1,"Or a dumb bitch with no self esteem I can't decide.

But for now it's saint &#128591;",offensive_language
7420,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM",hate_speech
854,2,#philhughes @Yankees #nyy better then UR whole team,neither
14972,1,RT @Dhet_Btchh: Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost&#128554;,offensive_language
112,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",offensive_language
12427,1,"Likka downtown bitch at a secondline! RT @BallHawk_Carter: Man yeah that's ball game Teddy Bridgewater gettin in , we hit 0-3",offensive_language
7283,1,@wiz_khaliefer97 @brandonescaler keep these hoes on yet toes ! Don't tell them nothing &#128514;,offensive_language
21524,2,The ending to that Yankee game was so planned I can't even take it,neither
16325,2,RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,neither
8503,2,Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx,neither
12538,1,Lmfao this is some straight up retarded shit up in here,offensive_language
23554,2,anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,neither
20775,2,Should I be worried that a lady behind my building is talking to a crow?,neither
2991,1,"@Dedicated_03 idk , I gotta think about it cause them bitches small as shit",offensive_language
2986,1,@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,offensive_language
4058,1,@McwilliamsBrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass&#128527;,offensive_language
6044,0,@gvvenivere learn how to type ya hillbilly,hate_speech
7754,1,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu,offensive_language
1030,1,&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,offensive_language
12000,1,Its wayyyyy more going on now than 2 have u pushing yo trash ass music right now,offensive_language
21976,1,This bitch says she's got 150% in school... What the fuck is that bullshit,offensive_language
21432,1,That's real pinchbach I told them niggas watch how everybody that wasn't on the bandwagon jump on the bitch when they get to Austin,offensive_language
9938,2,Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,neither
2901,1,"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa.",offensive_language
822,1,#agreed &#58399;&#58399; RT @oliviaMrose: There are a few badd ones but idk..mixxed bitches is really where its at tho,offensive_language
21802,1,These niggas be actin like bitches,offensive_language
6385,2,@khamillkilroy &#128514;&#128514; Shy Glizzy,neither
1077,1,&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.,offensive_language
7228,1,@usweekly every1 is so over the bigass bitches!!,offensive_language
6010,1,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",offensive_language
19161,2,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,neither
9740,1,"He's bitch keep looking at me

She choosing or nah?",offensive_language
16000,1,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,offensive_language
23480,0,Your retarded.,hate_speech
24626,1,well i want to be Victoria's Secret dyke angel&#128124;&#128149;,offensive_language
14669,1,RT @ChivasGee: Fuck up you swole fag,offensive_language
17937,1,"RT @VRTWxrk_Flash: Mac 10 lay on the floor like a matress ""@yungchipotle: Young based god came straight for the bitches""",offensive_language
7337,1,@yaboisergio @janessaangelina me n glo boy will get young chop in that bitch too,offensive_language
15263,1,RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,offensive_language
19568,1,RT @lumponthegrind: Great pussy will have you doing shit you would think you would never do,offensive_language
15236,1,RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore,offensive_language
7972,1,Before the madness with my single bitches. &#128527; http://t.co/FLDe7S4SLC,offensive_language
10021,2,I ate a monkey. #AndNowIHaveEbola,neither
19146,1,RT @iFricanbabiiesx: Females be 14 acting 18 &#128684;&#128138;. Turning up like they 21 &#127867;&#127864;. Throwing the pussy like they 25 &#128049;&#128166;... But still can't pass Alg&#8230;,offensive_language
21416,2,That'd been a ghetto little meal,neither
8340,1,Can't stand a sob ass bitch,offensive_language
21939,1,This bitch is crying http://t.co/Js8uldDzNl,offensive_language
19841,1,RT @pringlezXII: Dont message me your number and tell me to text you.... I'm not your bitch lol,offensive_language
13612,1,"One big school, full of fake bitches.",offensive_language
3852,2,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;,neither
12875,1,Money pussy &amp; freedom!&#128079;&#128588;&#128175;,offensive_language
7281,2,@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet,neither
13087,1,My nigga Bolin does NOTHING but win with the bitches breh,offensive_language
9218,1,"Fuck all that huggin and kisses, I fuck all they bitches",offensive_language
12988,1,My cats a bitch niggah.,offensive_language
809,2,#Yankees Damn. Well Joe that move to the bullpen really helped.,neither
18419,1,"RT @_forevernee: I hate a copy cat ass bitch. Monkey see, monkey do ass bitch &#128544;",offensive_language
8343,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",hate_speech
22602,1,What up twats? I mean twits... &#128522;,offensive_language
20611,1,School sucks more dick than the hoes who attend it.,offensive_language
4835,1,"@TakingBackSunda @NYCGreenfield @lsarsour that's not how you resist, you worthless retard. Do you need a dictionary?",offensive_language
20422,1,RT and pass that bitch http://t.co/YoLSpKhiC0,offensive_language
23623,0,bitch you're white stfu with your shitty Spanish,hate_speech
15193,2,RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,neither
22378,1,Used the dollar menu &amp; spectate at the mall. But now I'm buying that bitch out cause shit I want it all ....,offensive_language
12607,1,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;,offensive_language
13822,1,"Pickup line ""Are you a cat lady? Because I love pussy too""

""NO WAIT I LITERALLY MEANT I LIKE CATS""",offensive_language
2232,1,2 year starting on me on the street... so i put a fag out on him. #funnyguy,offensive_language
17162,1,"RT @Salaayah: ""I let ma chain hang low...""
""Two chains...""
""Gold all in ma chain...""
""I keep a chain ana hoe...""
""Niggas staring at ma chai&#8230;",offensive_language
8398,2,Charles Tillmans' eyes are more yellow than corn,neither
24041,2,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys,neither
8831,2,"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",neither
17715,1,"RT @TheVoiceOfMiami: Twitter hoes just different, bitches want to text or DM all day. Hoe I'm trying to fuck something...",offensive_language
13702,0,Oregon losing IN OREGON ahhhahahaha faggots,hate_speech
488,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG",offensive_language
2051,1,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",offensive_language
2208,1,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches,offensive_language
4187,2,"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away""",neither
19490,0,RT @librarianknight: More queer lady Templars. That's my point.,hate_speech
6518,1,@krustyiscute don't hoe me,offensive_language
296,1,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",offensive_language
23233,1,You bitches make me sick,offensive_language
12136,1,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.,offensive_language
13102,2,My nips are cold &#128563;,neither
15830,1,"RT @JohnnyFootbalI: Yeah start me as your flex player next week. Trick plays, catching passes, flipping the bird, smashing asses, should al&#8230;",offensive_language
23126,1,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?,offensive_language
22327,1,U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days,offensive_language
23702,1,"curiosity killed the cat, bitches gunna die out here just to see my head game",offensive_language
17723,1,RT @The_Searcy: Happy cunt bags&#128076;,offensive_language
13269,1,Nigga hungry then a bitch too,offensive_language
12076,1,"Jordan: so Watcha been up to at college
Me: fuckin bitches &amp; stuff, ya know
Jordan: alright seriously

&#128533; @Believes116 #IChooseToBeAbstinent",offensive_language
3071,1,@DriveMy_Lexis yasssss bitch yasssss &#128525;,offensive_language
22910,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;,hate_speech
5271,1,@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;,offensive_language
9040,1,Famous women be the biggest hoes.,offensive_language
12951,1,My bitch ass like an allergic reaction she service my faction,offensive_language
834,1,#honestyhour we don't love these hoes,offensive_language
17355,1,RT @SouthsideVic: Keebler elves gone have to make weed brownies when it's legalized. In da tree trunk but da trap going crazy. Bro that shi&#8230;,offensive_language
4960,1,@TheRevAl you are not a cat.you are a pussy! black bored kid kills a cop by starting a fire.WHERE IS THE OUTRAGE YOU PHONY?!?!?!? @FNTheFive,offensive_language
3766,1,@KazAtta LOL this is why u my nig,offensive_language
14034,0,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,hate_speech
17216,2,RT @SenorSteez: This whole week was trash,neither
9205,1,Fuccn yo bitch and its wet like a pool&#128166;,offensive_language
1094,1,&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;,offensive_language
5308,1,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe,offensive_language
19272,1,"RT @itsqwan_DUH: Vibing with my bitches ,on this &#9981;&#65039; feeling good &#128076;&#127811;&#128168; #SlowJams #NeverADullMoment #WithTheseBitches &#128540; @_LiYAHM0NE @imangie_&#8230;",offensive_language
1058,1,&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;,offensive_language
18019,1,RT @WeLoveKi: Hol on bitch &#128553;&#128514;&#128557; https://t.co/RYESvYaI2u,offensive_language
4921,0,"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",hate_speech
20714,1,"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",offensive_language
6351,1,"@kay_reneaa trust me, after i tweeted that i was like... Damn im a fag",offensive_language
23620,1,bitch you gotta glo up one day.,offensive_language
6980,1,@schargel read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe,offensive_language
21716,1,These bitches want the next best thing,offensive_language
1027,2,&#128553; monkey mad,neither
5179,1,@Xianilee BOOM bitches !,offensive_language
13032,1,My hoes they do drugzzz,offensive_language
15766,1,"RT @JazzyClarks: If you hate me I dont care. New flash bitch, I dont live to please you aha",offensive_language
4500,1,"@Real_Liam_Payne be a pussy

as in cat",offensive_language
5319,1,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,offensive_language
4271,1,@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;,offensive_language
16624,1,RT @Nigel_D: RT: @JoeBudden I just wanna state for the record that I don&#8217;t have any hoes. - http://t.co/pcd2slVKxy,offensive_language
2100,1,' Somebody come look at this niggah right here * Kevin Hart Voice * lol http://t.co/R2mhWqc2jT,offensive_language
16935,2,"RT @ProBirdRights: dear Mr. Science: If human so ""better,"" how come they can't be bird? oh I'm sorry was that too LOGIC for you????",neither
23797,1,flappy bird makes me want to smash my fuckin screen,offensive_language
15040,1,RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;,offensive_language
17324,1,RT @Smokinonkaya_: She said I hurt her feelings now she dating dykes..,offensive_language
14143,2,RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,neither
11258,1,"I'm glad that after telling me how much of a basic bitch I am, @GreekPharaoh also admitted to being basic. #truefriendsarebasictogether",offensive_language
5712,2,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",neither
7423,1,A hoe gone be a hoe they ain't &#128175;,offensive_language
20662,1,Sessy's a bitch but is a real homie. Unlike Gabby.,offensive_language
8143,1,Boy a bitch STILL ain't got the proper amount of sleep &#128514;&#128557;&#9995;&#128553;,offensive_language
11125,1,"I&#65533;m tough, ambitious and I know exactly what I want. If that makes me a bitch, then okay.",offensive_language
10035,1,I be ready to tell a bitch shut da fuck up lol,offensive_language
9585,1,"HAHAHAHAHAHA RT ""@itslostdory: 1st i stop swimmin den i fuq ur bitch""",offensive_language
13888,1,Pretty motherfucker pull up in this bitch like,offensive_language
18628,1,RT @big_business_: RT @OGFlash MY CHEST RT @PacmanJonez: Kobe getting docked 100K for calling Ref a faggot RT @iCelestial: What do y'all co&#8230;,offensive_language
8804,2,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",neither
20549,1,S/O to my Luu's. These are down bitches! Don't fuck with them.,offensive_language
12364,1,Lets these hoes be hoes thats all we know,offensive_language
11862,1,It aint nothing to cut that bitch off- K camp,offensive_language
14783,1,RT @Crownthatbitch: Your pussy so bomb I call it dynamite,offensive_language
3856,1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.,offensive_language
3734,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,offensive_language
8208,1,Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo,offensive_language
10432,1,I hate bitches with thick eyebrows,offensive_language
3881,1,@LaneBelgarde shut up bitch,offensive_language
17779,1,"RT @TooEffinCool: It baffles me how people talk the upmost trash about someone.. Then turn around and be ""close"". Smh people probably do it&#8230;",offensive_language
7389,1,A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot,offensive_language
2113,1,' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .,offensive_language
1638,1,"&#8220;@_Dominiquecs: @Thompson_Era hahaha! She to much of a thottie for you!&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;",offensive_language
21262,1,Tarzan out dis hoe http://t.co/LGmSbs4s68,offensive_language
5065,1,@UltraGoogle what's a puto isn't that bitch in Spanish.,offensive_language
13800,2,Photo check for background spooks. http://t.co/Hx1wghJAzy,neither
19521,1,"RT @lilduval: Real bitches text u ""can u talk"" before they call",offensive_language
1107,1,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,offensive_language
10457,0,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",hate_speech
5498,1,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",offensive_language
21833,1,They do the pussy good,offensive_language
294,1,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",offensive_language
19107,1,RT @iAm_Sashaa: get with the winning team hoe &#128523;,offensive_language
12896,1,"Mother asked what I wanted for Christmas this year. Replied with for her to not go crazy, and my sister to not be a bitch.",offensive_language
21823,1,"These sons of bitches came into his chruch, threatened to kill him",offensive_language
15938,1,RT @KatelynBarnes3: Working out with the hoes @savanaharanda @AnnaComan2,offensive_language
1400,1,&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener,offensive_language
19818,1,RT @pipethefckdown_: People who focus on skin tones for dating someone are fucking retarded and brainwashed. &#128076;,offensive_language
11575,1,If u a bad bitch #EnjoyYaDay,offensive_language
13084,0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,hate_speech
23487,1,Yung nigger move that dope,offensive_language
19847,1,RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;,offensive_language
16451,1,RT @MileyCyrus: i know what color my skin is. you can stop with the friendly reminders bitch.,offensive_language
11615,1,If you dont know uncle JJ your a bitch,offensive_language
6286,2,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.,neither
10,1,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",offensive_language
6841,1,@porcelina33 i was raised the person that uses a gun and cant take an ass whipping is a pussy,offensive_language
9222,1,Fuck all y'all hoes &#128567; gang shit &#128175;&#128175;,offensive_language
7344,1,@yendys45 LMFAO thats dead them hoes gotta pay,offensive_language
6671,0,"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",hate_speech
18699,1,RT @caseytu88662466: Play pussy get fucked,offensive_language
12205,2,Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,neither
21059,2,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",neither
10369,1,I got soo many funny pictures from yesterday &#128514;&#128557; bitches was fucced,offensive_language
23499,1,\\ fake bitches \\,offensive_language
18789,1,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.",offensive_language
6900,2,@regankelly91 go the gulls. First grade should be a cracker. Physical!,neither
14825,0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit,hate_speech
14212,1,RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,offensive_language
17622,2,RT @TheComedyHumor: When I make a paper ball in the trash can http://t.co/mOxmRsOOv9,neither
9221,1,Fuck all u stupid hoes #idgafmode,offensive_language
4339,1,"@OprahSideNigga @95ToInfinite 
exotic bitches
do exotic things
these hoes aint loyal",offensive_language
23311,2,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",neither
7395,1,A bad bitch who knows her cars&gt;&gt;&gt;,offensive_language
9909,2,How is that not a yellow on Ronaldo for full on body bumping the ref?,neither
7131,1,"@theEricGlife starve, bitch",offensive_language
1035,1,&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;,offensive_language
523,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",offensive_language
11988,1,Its hotter than a fast bitch thighs rubbing together while she running a marathon,offensive_language
24181,1,me loving a hoe is ah No No,offensive_language
1036,1,&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,offensive_language
871,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/cOfGRtW9br",neither
6070,1,"@hellobaphomet 
Are you sure you ain't colored?",offensive_language
13249,1,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;,offensive_language
4016,1,"@MarcSx9 lmaooo dj&#8217;s stranger danger, im just a coon.",offensive_language
13185,1,Naughty mature AV model has her sweet pussy spread by a huge&#160;dick http://t.co/IggAOoG0K7,offensive_language
1916,1,&#8220;@taylorsimonee_: I tend to have more sense that bitches older than me. That's sad.&#8221;,offensive_language
3701,1,@Juicy_james01 ain't no love 4 these hoes,offensive_language
7494,1,After a fight in the club in New Orleans them bitches start jumping,offensive_language
9678,1,Hating on me? Then bitch what's good?,offensive_language
23241,1,You can buy bitches/ho's etc tho,offensive_language
6046,1,@hadley106 @zimm16 bailey is gettin pussy,offensive_language
14641,1,RT @CheefPolo: bitches love coming out in public naked &#8220;@ESPNDaniel: Don't do this &#8220;@basedlightskin: !!!! http://t.co/WgD3mNd55V&#8221;&#8221;,offensive_language
22171,1,Tired of these hoes breathing my air.,offensive_language
19729,2,RT @nikaaaa3: Yankees winnnn!!! &#128153;,neither
1511,1,&#8220;@Sexmatical: these the kids that call you nigger on xbox http://t.co/wGvCepONH8&#8221;,offensive_language
14709,1,"RT @CloydRivers: Roses are red,
Camo is green.
Trick or treat bitches,
Happy Halloween.
Merica.",offensive_language
12285,1,Ladies... LMaooo. . &#171;@cthagod RT if your pussy better than your personality.&#187;,offensive_language
16672,1,RT @NooFatChicks: When the lazy eye bitch was tryna put up a front with me http://t.co/EHGPT5BaA2,offensive_language
8338,1,Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time,offensive_language
20909,2,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",neither
11592,1,"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",offensive_language
7933,2,Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY,neither
8253,1,But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.,offensive_language
9723,1,He only favorites your tweet about him to keep his other hoes happy,offensive_language
7518,1,Ain't nothing funnier then watching a woman try to hide her inner hoe &#128514;&#128514;&#128514; know she like to get hit from the back and have a finger...nvm,offensive_language
23697,1,"countin all my hoes nigga, thats all i knows nigga",offensive_language
22018,1,"This girl legit looks like a pig, Kiss imik you bitch",offensive_language
4974,0,"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit",hate_speech
20981,1,Sock the pussy like I'm vegeta,offensive_language
6061,1,"@haylgroot ......bitch &#128530; yeah it was me.. Caught me red handed, sorry @jennholly",offensive_language
19905,1,RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.,offensive_language
18687,1,RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,offensive_language
22578,1,What is up my twitta niccas!,offensive_language
3104,1,@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,offensive_language
955,1,&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;,offensive_language
19509,1,RT @lildurk_: No time to play wit bitches,offensive_language
12399,1,Like Nike bitch just do it!,offensive_language
15038,1,RT @Drrake: How to curve tf outta hoes... http://t.co/LIGzDoUnJ5,offensive_language
3630,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy,offensive_language
408,1,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",offensive_language
9105,1,"First off , fuck your bitch &amp; the click you claim &#127911;",offensive_language
1603,1,"&#8220;@Whale__Tail: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone.",offensive_language
